id,Sección,Sub-sección,Indicador,Categoría,Segmentación,Grupo,%,N Base,N,Página,Tabla,Fuente_tipo,Tipo_pregunta,N_Base_tipo,Nota
564,Regulación y prevención,Conocimiento de edad mínima legal,Conocimiento de que existe una edad mínima legal para apostar,Sí,Región,Centro (Conoce a alguien),62,,,35,Tabla 12,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
565,Regulación y prevención,Conocimiento de edad mínima legal,Conocimiento de que existe una edad mínima legal para apostar,Sí,Región,Centro (No participa ni conoce a alguien),63,,,35,Tabla 12,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
566,Regulación y prevención,Conocimiento de edad mínima legal,Conocimiento de que existe una edad mínima legal para apostar,Sí,Región,Cuyo (Participa en apuestas),66,,,35,Tabla 12,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
567,Regulación y prevención,Conocimiento de edad mínima legal,Conocimiento de que existe una edad mínima legal para apostar,Sí,Región,Cuyo (Conoce a alguien),66,,,35,Tabla 12,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
568,Regulación y prevención,Conocimiento de edad mínima legal,Conocimiento de que existe una edad mínima legal para apostar,Sí,Región,Cuyo (No participa ni conoce a alguien),65,,,35,Tabla 12,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
569,Regulación y prevención,Conocimiento de edad mínima legal,Conocimiento de que existe una edad mínima legal para apostar,Sí,Región,NEA (Participa en apuestas),63,,,35,Tabla 12,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
570,Regulación y prevención,Conocimiento de edad mínima legal,Conocimiento de que existe una edad mínima legal para apostar,Sí,Región,NEA (Conoce a alguien),59,,,35,Tabla 12,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
571,Regulación y prevención,Conocimiento de edad mínima legal,Conocimiento de que existe una edad mínima legal para apostar,Sí,Región,NEA (No participa ni conoce a alguien),63,,,35,Tabla 12,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
572,Regulación y prevención,Conocimiento de edad mínima legal,Conocimiento de que existe una edad mínima legal para apostar,Sí,Región,NOA (Participa en apuestas),60,,,35,Tabla 12,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
573,Regulación y prevención,Conocimiento de edad mínima legal,Conocimiento de que existe una edad mínima legal para apostar,Sí,Región,NOA (Conoce a alguien),61,,,35,Tabla 12,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
574,Regulación y prevención,Conocimiento de edad mínima legal,Conocimiento de que existe una edad mínima legal para apostar,Sí,Región,NOA (No participa ni conoce a alguien),60,,,35,Tabla 12,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
575,Regulación y prevención,Conocimiento de edad mínima legal,Conocimiento de que existe una edad mínima legal para apostar,Sí,Región,Patagonia (Participa en apuestas),52,,,35,Tabla 12,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
576,Regulación y prevención,Conocimiento de edad mínima legal,Conocimiento de que existe una edad mínima legal para apostar,Sí,Región,Patagonia (Conoce a alguien),60,,,35,Tabla 12,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
577,Regulación y prevención,Conocimiento de edad mínima legal,Conocimiento de que existe una edad mínima legal para apostar,Sí,Región,Patagonia (No participa ni conoce a alguien),68,,,35,Tabla 12,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
578,Regulación y prevención,Conocimiento de edad mínima legal,Edad mínima legal identificada (entre quienes saben que existe una),18 años (Participa en apuestas),Total,,84,,,35,,Texto,Única,No aplica,"Base: subgrupo que respondió que sí existe una edad mínima; no se infiere N. Otras opciones marginales, ≤5% cada una."
579,Regulación y prevención,Conocimiento de edad mínima legal,Edad mínima legal identificada (entre quienes saben que existe una),18 años (Conoce a alguien),Total,,85,,,35,,Texto,Única,No aplica,"Base: subgrupo que respondió que sí existe una edad mínima; no se infiere N. Otras opciones marginales, ≤5% cada una."
580,Regulación y prevención,Conocimiento de edad mínima legal,Edad mínima legal identificada (entre quienes saben que existe una),18 años (No participa ni conoce),Total,,86,,,35,,Texto,Única,No aplica,"Base: subgrupo que respondió que sí existe una edad mínima; no se infiere N. Otras opciones marginales, ≤5% cada una."
581,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Muy fácil,Tipo de exposición,Participa en apuestas,58,1827,1060,36,Gráfico 13,Gráfico,Única,Inferida,
582,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Fácil,Tipo de exposición,Participa en apuestas,35,1827,639,36,Gráfico 13,Gráfico,Única,Inferida,
583,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Poco fácil,Tipo de exposición,Participa en apuestas,6,1827,110,36,Gráfico 13,Gráfico,Única,Inferida,
584,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Nada fácil,Tipo de exposición,Participa en apuestas,1,1827,18,36,Gráfico 13,Gráfico,Única,Inferida,
585,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Muy fácil,Tipo de exposición,Conoce a alguien,54,5139,2775,36,Gráfico 13,Gráfico,Única,Inferida,
586,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Fácil,Tipo de exposición,Conoce a alguien,39,5139,2004,36,Gráfico 13,Gráfico,Única,Inferida,
587,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Poco fácil,Tipo de exposición,Conoce a alguien,7,5139,360,36,Gráfico 13,Gráfico,Única,Inferida,
588,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Nada fácil,Tipo de exposición,Conoce a alguien,0,5139,0,36,Gráfico 13,Gráfico,Única,Inferida,
589,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Muy fácil,Tipo de exposición,No participa ni conoce a alguien,39,3084,1203,36,Gráfico 13,Gráfico,Única,Inferida,
590,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Fácil,Tipo de exposición,No participa ni conoce a alguien,42,3084,1295,36,Gráfico 13,Gráfico,Única,Inferida,
591,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Poco fácil,Tipo de exposición,No participa ni conoce a alguien,14,3084,432,36,Gráfico 13,Gráfico,Única,Inferida,
592,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Nada fácil,Tipo de exposición,No participa ni conoce a alguien,4,3084,123,36,Gráfico 13,Gráfico,Única,Inferida,
593,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Muy fácil,Género,Mujeres (Participa en apuestas),44,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
594,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Fácil,Género,Mujeres (Participa en apuestas),45,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
595,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Poco fácil,Género,Mujeres (Participa en apuestas),9,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
596,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Nada fácil,Género,Mujeres (Participa en apuestas),1,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
597,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Muy fácil,Género,Varones (Participa en apuestas),63,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
598,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Fácil,Género,Varones (Participa en apuestas),31,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
599,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Poco fácil,Género,Varones (Participa en apuestas),5,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
600,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Nada fácil,Género,Varones (Participa en apuestas),1,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
601,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Muy fácil,Edad,13 años (Participa en apuestas),49,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
602,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Fácil,Edad,13 años (Participa en apuestas),32,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
603,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Poco fácil,Edad,13 años (Participa en apuestas),15,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
604,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Nada fácil,Edad,13 años (Participa en apuestas),4,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
605,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Muy fácil,Edad,14 años (Participa en apuestas),55,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
606,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Fácil,Edad,14 años (Participa en apuestas),31,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
607,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Poco fácil,Edad,14 años (Participa en apuestas),12,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
608,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Nada fácil,Edad,14 años (Participa en apuestas),2,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
609,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Muy fácil,Edad,15 años (Participa en apuestas),61,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
610,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Fácil,Edad,15 años (Participa en apuestas),30,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
611,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Poco fácil,Edad,15 años (Participa en apuestas),9,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
612,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Nada fácil,Edad,15 años (Participa en apuestas),0,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
613,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Muy fácil,Edad,16 años (Participa en apuestas),67,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
614,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Fácil,Edad,16 años (Participa en apuestas),30,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
615,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Poco fácil,Edad,16 años (Participa en apuestas),3,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
616,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Nada fácil,Edad,16 años (Participa en apuestas),0,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
617,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Muy fácil,Edad,17 años (Participa en apuestas),56,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
618,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Fácil,Edad,17 años (Participa en apuestas),39,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
619,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Poco fácil,Edad,17 años (Participa en apuestas),3,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
620,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Nada fácil,Edad,17 años (Participa en apuestas),1,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
621,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Muy fácil,Edad,18 años (Participa en apuestas),51,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
622,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Fácil,Edad,18 años (Participa en apuestas),43,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
623,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Poco fácil,Edad,18 años (Participa en apuestas),3,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
624,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Nada fácil,Edad,18 años (Participa en apuestas),3,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
625,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Muy fácil,Género,Mujeres (Conoce a alguien),56,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
626,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Fácil,Género,Mujeres (Conoce a alguien),37,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
627,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Poco fácil,Género,Mujeres (Conoce a alguien),6,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
628,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Nada fácil,Género,Mujeres (Conoce a alguien),1,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
629,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Muy fácil,Género,Varones (Conoce a alguien),51,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
630,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Fácil,Género,Varones (Conoce a alguien),41,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
631,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Poco fácil,Género,Varones (Conoce a alguien),7,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
632,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Nada fácil,Género,Varones (Conoce a alguien),1,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
633,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Muy fácil,Edad,13 años (Conoce a alguien),44,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
634,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Fácil,Edad,13 años (Conoce a alguien),36,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
635,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Poco fácil,Edad,13 años (Conoce a alguien),17,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
636,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Nada fácil,Edad,13 años (Conoce a alguien),2,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
637,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Muy fácil,Edad,14 años (Conoce a alguien),46,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
638,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Fácil,Edad,14 años (Conoce a alguien),45,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
639,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Poco fácil,Edad,14 años (Conoce a alguien),9,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
640,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Nada fácil,Edad,14 años (Conoce a alguien),1,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
641,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Muy fácil,Edad,15 años (Conoce a alguien),47,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
642,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Fácil,Edad,15 años (Conoce a alguien),46,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
643,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Poco fácil,Edad,15 años (Conoce a alguien),5,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
644,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Nada fácil,Edad,15 años (Conoce a alguien),1,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
645,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Muy fácil,Edad,16 años (Conoce a alguien),63,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
646,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Fácil,Edad,16 años (Conoce a alguien),32,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
647,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Poco fácil,Edad,16 años (Conoce a alguien),4,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
648,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Nada fácil,Edad,16 años (Conoce a alguien),1,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
649,Regulación y prevención,Facilidad de acceso,Percepción de facilidad de acceso a las apuestas online,Muy fácil,Edad,17 años (Conoce a alguien),59,,,36,Tabla 13,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
